"iso2c","country","year","fertility.rate","life.expectancy","population","GDP.per.capita.Current.USD","15.to.25.yr.female.literacy","iso3c","region","capital","longitude","latitude","income","lending"
"BZ","Belize",1966,6.379,63.3853414634146,109344,406.109123814586,NA,"BLZ","Latin America & Caribbean (all income levels)","Belmopan","-88.7713","17.2534","Lower middle income","IBRD"
"BZ","Belize",1967,6.358,63.9543902439025,112699,420.405760359397,NA,"BLZ","Latin America & Caribbean (all income levels)","Belmopan","-88.7713","17.2534","Lower middle income","IBRD"
"BZ","Belize",1968,6.337,64.5077073170732,116061,386.95324695472,NA,"BLZ","Latin America & Caribbean (all income levels)","Belmopan","-88.7713","17.2534","Lower middle income","IBRD"
"BZ","Belize",1969,6.316,65.0391951219512,119260,396.657642438385,NA,"BLZ","Latin America & Caribbean (all income levels)","Belmopan","-88.7713","17.2534","Lower middle income","IBRD"
"BZ","Belize",1970,6.299,65.5462682926829,122179,435.70117861594,NA,"BLZ","Latin America & Caribbean (all income levels)","Belmopan","-88.7713","17.2534","Lower middle income","IBRD"
"BZ","Belize",1971,6.288,66.0263170731707,124792,474.448022225897,NA,"BLZ","Latin America & Caribbean (all income levels)","Belmopan","-88.7713","17.2534","Lower middle income","IBRD"
"BZ","Belize",1972,6.284,66.4809024390244,127148,519.57167250442,NA,"BLZ","Latin America & Caribbean (all income levels)","Belmopan","-88.7713","17.2534","Lower middle income","IBRD"
"BZ","Belize",1998,3.8,70.1437804878049,225083,3060.52644013453,NA,"BLZ","Latin America & Caribbean (all income levels)","Belmopan","-88.7713","17.2534","Lower middle income","IBRD"
"BZ","Belize",1999,3.696,70.3063902439025,231860,3159.69979198202,NA,"BLZ","Latin America & Caribbean (all income levels)","Belmopan","-88.7713","17.2534","Lower middle income","IBRD"
"BZ","Belize",2001,3.493,70.8244390243902,245198,3555.6601415866,NA,"BLZ","Latin America & Caribbean (all income levels)","Belmopan","-88.7713","17.2534","Lower middle income","IBRD"
"BZ","Belize",1961,6.48,60.5127804878049,94701,316.417307018971,NA,"BLZ","Latin America & Caribbean (all income levels)","Belmopan","-88.7713","17.2534","Lower middle income","IBRD"
"BZ","Belize",1962,6.46,61.0743414634146,97389,327.116645616226,NA,"BLZ","Latin America & Caribbean (all income levels)","Belmopan","-88.7713","17.2534","Lower middle income","IBRD"
"BZ","Belize",1963,6.44,61.6460487804878,100166,336.941583050473,NA,"BLZ","Latin America & Caribbean (all income levels)","Belmopan","-88.7713","17.2534","Lower middle income","IBRD"
"BZ","Belize",1964,6.42,62.2248292682927,103070,351.165332311984,NA,"BLZ","Latin America & Caribbean (all income levels)","Belmopan","-88.7713","17.2534","Lower middle income","IBRD"
"BZ","Belize",1992,4.363,70.7500487804878,194894,2658.59225263938,NA,"BLZ","Latin America & Caribbean (all income levels)","Belmopan","-88.7713","17.2534","Lower middle income","IBRD"
"BZ","Belize",1993,4.286,70.5166097560976,198420,2821.08483676066,NA,"BLZ","Latin America & Caribbean (all income levels)","Belmopan","-88.7713","17.2534","Lower middle income","IBRD"
"BZ","Belize",1994,4.201,70.304756097561,202348,2870.10601173795,NA,"BLZ","Latin America & Caribbean (all income levels)","Belmopan","-88.7713","17.2534","Lower middle income","IBRD"
"BZ","Belize",1995,4.108,70.1446829268293,206962,2995.8725362999,NA,"BLZ","Latin America & Caribbean (all income levels)","Belmopan","-88.7713","17.2534","Lower middle income","IBRD"
"BZ","Belize",1996,4.008,70.0621463414634,212375,3019.52364149782,NA,"BLZ","Latin America & Caribbean (all income levels)","Belmopan","-88.7713","17.2534","Lower middle income","IBRD"
"BZ","Belize",1997,3.905,70.0619268292683,218484,2994.26100357806,NA,"BLZ","Latin America & Caribbean (all income levels)","Belmopan","-88.7713","17.2534","Lower middle income","IBRD"
"BZ","Belize",1990,4.508,71.181243902439,187552,2202.32247056816,NA,"BLZ","Latin America & Caribbean (all income levels)","Belmopan","-88.7713","17.2534","Lower middle income","IBRD"
"BZ","Belize",2000,3.594,70.5390487804878,238586,3486.16431810752,NA,"BLZ","Latin America & Caribbean (all income levels)","Belmopan","-88.7713","17.2534","Lower middle income","IBRD"
"BZ","Belize",1960,6.5,59.9613658536585,92068,304.910555068923,NA,"BLZ","Latin America & Caribbean (all income levels)","Belmopan","-88.7713","17.2534","Lower middle income","IBRD"
"BZ","Belize",1991,4.436,70.9819512195122,191368,2323.90329869597,76.7019500732422,"BLZ","Latin America & Caribbean (all income levels)","Belmopan","-88.7713","17.2534","Lower middle income","IBRD"
"CA","Canada",1960,3.811,71.1331707317073,17909009,2294.56881421577,NA,"CAN","North America","Ottawa","-75.6919","45.4215","High income: OECD","Not classified"
"CA","Canada",1964,3.456,71.7763414634146,19325000,2529.5181790541,NA,"CAN","North America","Ottawa","-75.6919","45.4215","High income: OECD","Not classified"
"CA","Canada",1961,3.753,71.3460975609756,18271000,2231.2938237478,NA,"CAN","North America","Ottawa","-75.6919","45.4215","High income: OECD","Not classified"
"CA","Canada",1967,2.528,72.2078048780488,20412000,3173.07619352225,NA,"CAN","North America","Ottawa","-75.6919","45.4215","High income: OECD","Not classified"
"CA","Canada",1968,2.386,72.3534146341463,20744000,3411.06015434457,NA,"CAN","North America","Ottawa","-75.6919","45.4215","High income: OECD","Not classified"
"CA","Canada",1969,2.334,72.5014634146341,21028000,3703.99040525529,NA,"CAN","North America","Ottawa","-75.6919","45.4215","High income: OECD","Not classified"
"CA","Canada",1970,2.258,72.7004878048781,21324000,4115.65651596174,NA,"CAN","North America","Ottawa","-75.6919","45.4215","High income: OECD","Not classified"
"CA","Canada",1971,2.141,73.0292682926829,21645535,4579.27254371988,NA,"CAN","North America","Ottawa","-75.6919","45.4215","High income: OECD","Not classified"
"CA","Canada",1972,1.98,72.9339024390244,21993631,5133.78779554481,NA,"CAN","North America","Ottawa","-75.6919","45.4215","High income: OECD","Not classified"
"CA","Canada",1973,1.89,73.1626829268293,22369408,5861.66164119851,NA,"CAN","North America","Ottawa","-75.6919","45.4215","High income: OECD","Not classified"
"CA","Canada",1974,1.837,73.2375609756098,22774087,7032.74954107932,NA,"CAN","North America","Ottawa","-75.6919","45.4215","High income: OECD","Not classified"
"CA","Canada",1962,3.681,71.3670731707317,18614000,2255.23004413036,NA,"CAN","North America","Ottawa","-75.6919","45.4215","High income: OECD","Not classified"
"CA","Canada",1963,3.607,71.3807317073171,18964000,2354.83912197975,NA,"CAN","North America","Ottawa","-75.6919","45.4215","High income: OECD","Not classified"
"CA","Canada",2002,1.52,79.590243902439,31362000,23995.0163265338,NA,"CAN","North America","Ottawa","-75.6919","45.4215","High income: OECD","Not classified"
"CA","Canada",1965,3.115,71.8721951219512,19678000,2739.58584928189,NA,"CAN","North America","Ottawa","-75.6919","45.4215","High income: OECD","Not classified"
"CA","Canada",1966,2.749,72.0043902439024,20048000,3010.70590757947,NA,"CAN","North America","Ottawa","-75.6919","45.4215","High income: OECD","Not classified"
"CA","Canada",1992,1.71,77.3207317073171,28519597,20692.7220252261,NA,"CAN","North America","Ottawa","-75.6919","45.4215","High income: OECD","Not classified"
"CA","Canada",1993,1.7,77.6851219512195,28833410,19936.3770646304,NA,"CAN","North America","Ottawa","-75.6919","45.4215","High income: OECD","Not classified"
"CA","Canada",1994,1.6695,77.8619512195122,29111906,19785.6790398347,NA,"CAN","North America","Ottawa","-75.6919","45.4215","High income: OECD","Not classified"
"CA","Canada",1995,1.639,77.9775609756098,29354000,20509.0030863168,NA,"CAN","North America","Ottawa","-75.6919","45.4215","High income: OECD","Not classified"
"CA","Canada",1996,1.592,78.2304878048781,29671900,21129.4354271046,NA,"CAN","North America","Ottawa","-75.6919","45.4215","High income: OECD","Not classified"
"CA","Canada",1997,1.55,78.4804878048781,29987200,21709.2963371821,NA,"CAN","North America","Ottawa","-75.6919","45.4215","High income: OECD","Not classified"
"CA","Canada",1998,1.53,78.6624390243902,30247900,20875.2483089147,NA,"CAN","North America","Ottawa","-75.6919","45.4215","High income: OECD","Not classified"
"CA","Canada",1999,1.51,78.8829268292683,30499200,22109.6039862186,NA,"CAN","North America","Ottawa","-75.6919","45.4215","High income: OECD","Not classified"
"CA","Canada",2000,1.49,79.2365853658537,30769700,24031.9512017887,NA,"CAN","North America","Ottawa","-75.6919","45.4215","High income: OECD","Not classified"
"CA","Canada",2001,1.505,79.4878048780488,31081900,23573.7500651106,NA,"CAN","North America","Ottawa","-75.6919","45.4215","High income: OECD","Not classified"
"CA","Canada",1976,1.796,73.8560975609756,23518000,8770.34698035444,NA,"CAN","North America","Ottawa","-75.6919","45.4215","High income: OECD","Not classified"
"CA","Canada",2003,1.53,79.8390243902439,31676000,28026.0060130447,NA,"CAN","North America","Ottawa","-75.6919","45.4215","High income: OECD","Not classified"
"CA","Canada",2004,1.53,80.1414634146341,31995000,31829.522562759,NA,"CAN","North America","Ottawa","-75.6919","45.4215","High income: OECD","Not classified"
"CA","Canada",2005,1.54,80.2926829268293,32312000,36029.3226661828,NA,"CAN","North America","Ottawa","-75.6919","45.4215","High income: OECD","Not classified"
"CA","Canada",2006,1.5862,80.6439024390244,32570505,40244.8530987826,NA,"CAN","North America","Ottawa","-75.6919","45.4215","High income: OECD","Not classified"
"CA","Canada",2007,1.6589,80.3698780487805,32887928,44328.5097688715,NA,"CAN","North America","Ottawa","-75.6919","45.4215","High income: OECD","Not classified"
"CA","Canada",2008,1.6808,80.5432195121951,33245773,46398.7024378991,NA,"CAN","North America","Ottawa","-75.6919","45.4215","High income: OECD","Not classified"
"CA","Canada",2009,1.668,80.7170975609756,33628571,40764.1214979676,NA,"CAN","North America","Ottawa","-75.6919","45.4215","High income: OECD","Not classified"
"CA","Canada",2010,1.6269,80.8934878048781,34005274,47465.3459273427,NA,"CAN","North America","Ottawa","-75.6919","45.4215","High income: OECD","Not classified"
"CA","Canada",2011,1.61,81.0683170731707,34342780,51790.5669527216,NA,"CAN","North America","Ottawa","-75.6919","45.4215","High income: OECD","Not classified"
"CA","Canada",2012,1.61,81.2380487804878,34752128,52412.486785333,NA,"CAN","North America","Ottawa","-75.6919","45.4215","High income: OECD","Not classified"
"CA","Canada",2013,1.61,81.4011219512195,35154279,51964.3302265425,NA,"CAN","North America","Ottawa","-75.6919","45.4215","High income: OECD","Not classified"
"CA","Canada",1975,1.824,73.5217073170732,23209000,7478.53591075926,NA,"CAN","North America","Ottawa","-75.6919","45.4215","High income: OECD","Not classified"
"CA","Canada",1988,1.68,76.8092682926829,26895000,18814.5645471792,NA,"CAN","North America","Ottawa","-75.6919","45.4215","High income: OECD","Not classified"
"CA","Canada",1989,1.77,77.0656097560976,27379000,20586.5575115274,NA,"CAN","North America","Ottawa","-75.6919","45.4215","High income: OECD","Not classified"
"CA","Canada",1990,1.83,77.3770731707317,27791000,21302.396912001,NA,"CAN","North America","Ottawa","-75.6919","45.4215","High income: OECD","Not classified"
"CA","Canada",1991,1.7,77.5534146341464,28171682,21591.1391612209,NA,"CAN","North America","Ottawa","-75.6919","45.4215","High income: OECD","Not classified"
"CA","Canada",1978,1.768,74.529756097561,24036000,9082.20853022503,NA,"CAN","North America","Ottawa","-75.6919","45.4215","High income: OECD","Not classified"
"CA","Canada",1979,1.754,74.8663414634146,24277000,9997.19843230754,NA,"CAN","North America","Ottawa","-75.6919","45.4215","High income: OECD","Not classified"
"CA","Canada",1980,1.74,75.0780487804878,24593000,11118.4825114339,NA,"CAN","North America","Ottawa","-75.6919","45.4215","High income: OECD","Not classified"
"CA","Canada",1981,1.7,75.4785365853659,24900000,12279.0603568666,NA,"CAN","North America","Ottawa","-75.6919","45.4215","High income: OECD","Not classified"
"CA","Canada",1982,1.69,75.6804878048781,25202000,12437.6250884183,NA,"CAN","North America","Ottawa","-75.6919","45.4215","High income: OECD","Not classified"
"CA","Canada",1983,1.68,76.0363414634146,25456000,13368.9067398958,NA,"CAN","North America","Ottawa","-75.6919","45.4215","High income: OECD","Not classified"
"CA","Canada",1984,1.65,76.3175609756098,25702000,13768.8791019052,NA,"CAN","North America","Ottawa","-75.6919","45.4215","High income: OECD","Not classified"
"CA","Canada",1985,1.67,76.3034146341464,25942000,13991.2145509173,NA,"CAN","North America","Ottawa","-75.6919","45.4215","High income: OECD","Not classified"
"CA","Canada",1986,1.675,76.44,26204000,14335.7438678744,NA,"CAN","North America","Ottawa","-75.6919","45.4215","High income: OECD","Not classified"
"CA","Canada",1987,1.68,76.739512195122,26550000,16158.9874251888,NA,"CAN","North America","Ottawa","-75.6919","45.4215","High income: OECD","Not classified"
"CA","Canada",2014,NA,NA,NA,NA,NA,"CAN","North America","Ottawa","-75.6919","45.4215","High income: OECD","Not classified"
"CA","Canada",1977,1.782,74.2156097560976,23796000,8879.22103986376,NA,"CAN","North America","Ottawa","-75.6919","45.4215","High income: OECD","Not classified"
"CD","Congo, Dem. Rep.",1988,7.019,47.2868536585366,32679158,271.1605965089,NA,"COD","Sub-Saharan Africa (all income levels)","Kinshasa","15.3222","-4.325","Low income","IDA"
"CD","Congo, Dem. Rep.",1977,6.443,45.5433658536585,24238011,509.300238205351,NA,"COD","Sub-Saharan Africa (all income levels)","Kinshasa","15.3222","-4.325","Low income","IDA"
"CD","Congo, Dem. Rep.",1978,6.487,45.7173902439024,24941431,616.3482759031,NA,"COD","Sub-Saharan Africa (all income levels)","Kinshasa","15.3222","-4.325","Low income","IDA"
"CD","Congo, Dem. Rep.",1979,6.535,45.8994146341463,25650884,587.442609855362,NA,"COD","Sub-Saharan Africa (all income levels)","Kinshasa","15.3222","-4.325","Low income","IDA"
"CD","Congo, Dem. Rep.",1980,6.585,46.0884390243902,26357407,546.143537297302,NA,"COD","Sub-Saharan Africa (all income levels)","Kinshasa","15.3222","-4.325","Low income","IDA"
"CD","Congo, Dem. Rep.",1981,6.636,46.2789512195122,27060353,463.328066704274,NA,"COD","Sub-Saharan Africa (all income levels)","Kinshasa","15.3222","-4.325","Low income","IDA"
"CD","Congo, Dem. Rep.",1982,6.689,46.4619756097561,27767775,491.637063846368,NA,"COD","Sub-Saharan Africa (all income levels)","Kinshasa","15.3222","-4.325","Low income","IDA"
"CD","Congo, Dem. Rep.",1983,6.742,46.6299756097561,28490510,386.329084639674,NA,"COD","Sub-Saharan Africa (all income levels)","Kinshasa","15.3222","-4.325","Low income","IDA"
"CD","Congo, Dem. Rep.",1984,6.794,46.7799512195122,29243529,268.699758940047,NA,"COD","Sub-Saharan Africa (all income levels)","Kinshasa","15.3222","-4.325","Low income","IDA"
"CD","Congo, Dem. Rep.",1985,6.847,46.9154390243902,30039873,239.516412597409,NA,"COD","Sub-Saharan Africa (all income levels)","Kinshasa","15.3222","-4.325","Low income","IDA"
"CD","Congo, Dem. Rep.",1986,6.902,47.0444146341463,30871855,262.224837741748,NA,"COD","Sub-Saharan Africa (all income levels)","Kinshasa","15.3222","-4.325","Low income","IDA"
"CD","Congo, Dem. Rep.",1987,6.96,47.1698780487805,31740965,241.379727192034,NA,"COD","Sub-Saharan Africa (all income levels)","Kinshasa","15.3222","-4.325","Low income","IDA"
"CD","Congo, Dem. Rep.",2001,7.027,46.6780487804878,48167045,154.42184778687,63.0907020568848,"COD","Sub-Saharan Africa (all income levels)","Kinshasa","15.3222","-4.325","Low income","IDA"
"CD","Congo, Dem. Rep.",1989,7.077,47.3873170731707,33727905,267.489569104705,NA,"COD","Sub-Saharan Africa (all income levels)","Kinshasa","15.3222","-4.325","Low income","IDA"
"CD","Congo, Dem. Rep.",1990,7.133,47.4387804878049,34910591,267.820289274163,NA,"COD","Sub-Saharan Africa (all income levels)","Kinshasa","15.3222","-4.325","Low income","IDA"
"CD","Congo, Dem. Rep.",1991,7.183,47.4052682926829,36253025,250.681571579973,NA,"COD","Sub-Saharan Africa (all income levels)","Kinshasa","15.3222","-4.325","Low income","IDA"
"CD","Congo, Dem. Rep.",1992,7.223,47.2722682926829,37731020,217.492851611448,NA,"COD","Sub-Saharan Africa (all income levels)","Kinshasa","15.3222","-4.325","Low income","IDA"
"CD","Congo, Dem. Rep.",1993,7.251,47.0472682926829,39257294,272.75930786334,NA,"COD","Sub-Saharan Africa (all income levels)","Kinshasa","15.3222","-4.325","Low income","IDA"
"CD","Congo, Dem. Rep.",1994,7.267,46.7522926829268,40711816,142.96542920812,NA,"COD","Sub-Saharan Africa (all income levels)","Kinshasa","15.3222","-4.325","Low income","IDA"
"CD","Congo, Dem. Rep.",1995,7.267,46.4403170731707,42012524,134.327548997173,NA,"COD","Sub-Saharan Africa (all income levels)","Kinshasa","15.3222","-4.325","Low income","IDA"
"CD","Congo, Dem. Rep.",1996,7.253,46.1769024390244,43122601,133.838284467675,NA,"COD","Sub-Saharan Africa (all income levels)","Kinshasa","15.3222","-4.325","Low income","IDA"
"CD","Congo, Dem. Rep.",1997,7.227,46.0170243902439,44078397,138.181988518953,NA,"COD","Sub-Saharan Africa (all income levels)","Kinshasa","15.3222","-4.325","Low income","IDA"
"CD","Congo, Dem. Rep.",1998,7.19,45.9936341463415,44960941,138.24424337332,NA,"COD","Sub-Saharan Africa (all income levels)","Kinshasa","15.3222","-4.325","Low income","IDA"
"CD","Congo, Dem. Rep.",1999,7.143,46.113243902439,45889100,102.666198013749,NA,"COD","Sub-Saharan Africa (all income levels)","Kinshasa","15.3222","-4.325","Low income","IDA"
"CD","Congo, Dem. Rep.",2014,NA,NA,NA,NA,NA,"COD","Sub-Saharan Africa (all income levels)","Kinshasa","15.3222","-4.325","Low income","IDA"
"CD","Congo, Dem. Rep.",1973,6.301,44.7653658536585,21691346,362.828542939872,NA,"COD","Sub-Saharan Africa (all income levels)","Kinshasa","15.3222","-4.325","Low income","IDA"
"CD","Congo, Dem. Rep.",1974,6.333,44.9978536585366,22282713,430.690830795319,NA,"COD","Sub-Saharan Africa (all income levels)","Kinshasa","15.3222","-4.325","Low income","IDA"
"CD","Congo, Dem. Rep.",1975,6.366,45.1968536585366,22902275,447.001145232562,NA,"COD","Sub-Saharan Africa (all income levels)","Kinshasa","15.3222","-4.325","Low income","IDA"
"CD","Congo, Dem. Rep.",1976,6.403,45.3738536585366,23554958,409.620056230733,NA,"COD","Sub-Saharan Africa (all income levels)","Kinshasa","15.3222","-4.325","Low income","IDA"
"CD","Congo, Dem. Rep.",2004,6.809,47.5991219512195,52487293,196.189989188738,NA,"COD","Sub-Saharan Africa (all income levels)","Kinshasa","15.3222","-4.325","Low income","IDA"
"CD","Congo, Dem. Rep.",2005,6.728,47.8216097560976,54028003,221.449688923785,NA,"COD","Sub-Saharan Africa (all income levels)","Kinshasa","15.3222","-4.325","Low income","IDA"
"CD","Congo, Dem. Rep.",2006,6.642,48.0155365853659,55590838,257.173779844631,NA,"COD","Sub-Saharan Africa (all income levels)","Kinshasa","15.3222","-4.325","Low income","IDA"
"CD","Congo, Dem. Rep.",2007,6.55,48.213512195122,57187942,286.144719926666,53.2502212524414,"COD","Sub-Saharan Africa (all income levels)","Kinshasa","15.3222","-4.325","Low income","IDA"
"CD","Congo, Dem. Rep.",2008,6.454,48.4395853658537,58819038,326.527191838502,NA,"COD","Sub-Saharan Africa (all income levels)","Kinshasa","15.3222","-4.325","Low income","IDA"
"CD","Congo, Dem. Rep.",2009,6.354,48.6978048780488,60486276,301.930890886736,NA,"COD","Sub-Saharan Africa (all income levels)","Kinshasa","15.3222","-4.325","Low income","IDA"
"CD","Congo, Dem. Rep.",2010,6.251,48.9876829268293,62191161,346.704274733877,NA,"COD","Sub-Saharan Africa (all income levels)","Kinshasa","15.3222","-4.325","Low income","IDA"
"CD","Congo, Dem. Rep.",2011,6.146,49.3007073170732,63931512,404.110557675252,NA,"COD","Sub-Saharan Africa (all income levels)","Kinshasa","15.3222","-4.325","Low income","IDA"
"CD","Congo, Dem. Rep.",2012,6.039,49.6232682926829,65705093,446.026654518742,NA,"COD","Sub-Saharan Africa (all income levels)","Kinshasa","15.3222","-4.325","Low income","IDA"
"CD","Congo, Dem. Rep.",2000,7.089,46.3557317073171,46949244,406.567703322275,NA,"COD","Sub-Saharan Africa (all income levels)","Kinshasa","15.3222","-4.325","Low income","IDA"
"CD","Congo, Dem. Rep.",1960,6.001,41.0180487804878,15248246,220.314135299101,NA,"COD","Sub-Saharan Africa (all income levels)","Kinshasa","15.3222","-4.325","Low income","IDA"
"CD","Congo, Dem. Rep.",2002,6.96,47.0191463414634,49516960,176.263617158347,NA,"COD","Sub-Saharan Africa (all income levels)","Kinshasa","15.3222","-4.325","Low income","IDA"
"CD","Congo, Dem. Rep.",2003,6.887,47.3314878048781,50972323,175.341353879767,NA,"COD","Sub-Saharan Africa (all income levels)","Kinshasa","15.3222","-4.325","Low income","IDA"
"CD","Congo, Dem. Rep.",1962,6.03,41.451512195122,16041247,235.632641873332,NA,"COD","Sub-Saharan Africa (all income levels)","Kinshasa","15.3222","-4.325","Low income","IDA"
"CD","Congo, Dem. Rep.",1963,6.048,41.678,16461914,377.427908681983,NA,"COD","Sub-Saharan Africa (all income levels)","Kinshasa","15.3222","-4.325","Low income","IDA"
"CD","Congo, Dem. Rep.",1964,6.067,41.918,16903899,170.466309408443,NA,"COD","Sub-Saharan Africa (all income levels)","Kinshasa","15.3222","-4.325","Low income","IDA"
"CD","Congo, Dem. Rep.",1965,6.089,42.1804878048781,17369859,232.811430659145,NA,"COD","Sub-Saharan Africa (all income levels)","Kinshasa","15.3222","-4.325","Low income","IDA"
"CD","Congo, Dem. Rep.",1966,6.111,42.4724878048781,17861860,253.761934385804,NA,"COD","Sub-Saharan Africa (all income levels)","Kinshasa","15.3222","-4.325","Low income","IDA"
"CD","Congo, Dem. Rep.",1967,6.135,42.7919756097561,18378189,184.134756684858,NA,"COD","Sub-Saharan Africa (all income levels)","Kinshasa","15.3222","-4.325","Low income","IDA"
"CD","Congo, Dem. Rep.",1968,6.161,43.1334634146342,18913177,206.722568364572,NA,"COD","Sub-Saharan Africa (all income levels)","Kinshasa","15.3222","-4.325","Low income","IDA"
"CD","Congo, Dem. Rep.",1969,6.187,43.4889512195122,19458874,258.619022397788,NA,"COD","Sub-Saharan Africa (all income levels)","Kinshasa","15.3222","-4.325","Low income","IDA"
"CD","Congo, Dem. Rep.",1970,6.214,43.8449268292683,20009902,243.763559318034,NA,"COD","Sub-Saharan Africa (all income levels)","Kinshasa","15.3222","-4.325","Low income","IDA"
"CD","Congo, Dem. Rep.",2013,5.933,49.9438536585366,67513677,484.211471295874,NA,"COD","Sub-Saharan Africa (all income levels)","Kinshasa","15.3222","-4.325","Low income","IDA"
"CD","Congo, Dem. Rep.",1972,6.271,44.4928780487805,21121467,292.295644487463,NA,"COD","Sub-Saharan Africa (all income levels)","Kinshasa","15.3222","-4.325","Low income","IDA"
"CD","Congo, Dem. Rep.",1961,6.015,41.2335365853659,15637715,197.391174886989,NA,"COD","Sub-Saharan Africa (all income levels)","Kinshasa","15.3222","-4.325","Low income","IDA"
"CD","Congo, Dem. Rep.",1971,6.242,44.1839024390244,20563258,272.076066524566,NA,"COD","Sub-Saharan Africa (all income levels)","Kinshasa","15.3222","-4.325","Low income","IDA"
"CF","Central African Republic",1975,5.95,45.9295853658537,2017379,187.698997448999,17.9710865020752,"CAF","Sub-Saharan Africa (all income levels)","Bangui","21.6407","5.63056","Low income","IDA"
"CF","Central African Republic",1964,5.925,38.2253658536585,1616515,87.8588066127207,NA,"CAF","Sub-Saharan Africa (all income levels)","Bangui","21.6407","5.63056","Low income","IDA"
"CF","Central African Republic",1966,5.945,39.272756097561,1682874,93.8454206170209,NA,"CAF","Sub-Saharan Africa (all income levels)","Bangui","21.6407","5.63056","Low income","IDA"
"CF","Central African Republic",1967,5.95,39.8685609756098,1718558,95.3244020285758,NA,"CAF","Sub-Saharan Africa (all income levels)","Bangui","21.6407","5.63056","Low income","IDA"
"CF","Central African Republic",1968,5.953,40.512756097561,1755260,109.253011897717,NA,"CAF","Sub-Saharan Africa (all income levels)","Bangui","21.6407","5.63056","Low income","IDA"
"CF","Central African Republic",1965,5.937,38.7258536585366,1648830,91.3222074332952,NA,"CAF","Sub-Saharan Africa (all income levels)","Bangui","21.6407","5.63056","Low income","IDA"
"CF","Central African Republic",1970,5.954,41.9374146341463,1828710,103.40979665013,NA,"CAF","Sub-Saharan Africa (all income levels)","Bangui","21.6407","5.63056","Low income","IDA"
"CF","Central African Republic",1971,5.954,42.7164878048781,1864745,108.031285862365,NA,"CAF","Sub-Saharan Africa (all income levels)","Bangui","21.6407","5.63056","Low income","IDA"
"CF","Central African Republic",1972,5.953,43.5260975609756,1900665,121.177526174978,NA,"CAF","Sub-Saharan Africa (all income levels)","Bangui","21.6407","5.63056","Low income","IDA"
"CF","Central African Republic",1969,5.954,41.2023658536585,1792150,104.923812111886,NA,"CAF","Sub-Saharan Africa (all income levels)","Bangui","21.6407","5.63056","Low income","IDA"
"CF","Central African Republic",1974,5.951,45.1544390243902,1975917,142.414233959328,NA,"CAF","Sub-Saharan Africa (all income levels)","Bangui","21.6407","5.63056","Low income","IDA"
"CF","Central African Republic",1961,5.867,36.8957073170732,1529229,80.5206961826424,NA,"CAF","Sub-Saharan Africa (all income levels)","Bangui","21.6407","5.63056","Low income","IDA"
"CF","Central African Republic",1976,5.951,46.6555853658537,2061620,218.833956221456,NA,"CAF","Sub-Saharan Africa (all income levels)","Bangui","21.6407","5.63056","Low income","IDA"
"CF","Central African Republic",1977,5.952,47.3153902439024,2108539,240.592252878641,NA,"CAF","Sub-Saharan Africa (all income levels)","Bangui","21.6407","5.63056","Low income","IDA"
"CF","Central African Republic",1978,5.953,47.8904634146342,2158987,282.807923909747,NA,"CAF","Sub-Saharan Africa (all income levels)","Bangui","21.6407","5.63056","Low income","IDA"
"CF","Central African Republic",1979,5.954,48.3633414634146,2213997,316.515671398709,NA,"CAF","Sub-Saharan Africa (all income levels)","Bangui","21.6407","5.63056","Low income","IDA"
"CF","Central African Republic",1980,5.954,48.7110975609756,2274089,350.491206397405,NA,"CAF","Sub-Saharan Africa (all income levels)","Bangui","21.6407","5.63056","Low income","IDA"
"CF","Central African Republic",1981,5.955,48.9158292682927,2340047,296.918661835472,NA,"CAF","Sub-Saharan Africa (all income levels)","Bangui","21.6407","5.63056","Low income","IDA"
"CF","Central African Republic",1982,5.956,48.9816341463415,2411118,310.359091236801,NA,"CAF","Sub-Saharan Africa (all income levels)","Bangui","21.6407","5.63056","Low income","IDA"
"CF","Central African Republic",1983,5.955,48.9176829268293,2484402,265.125906616263,NA,"CAF","Sub-Saharan Africa (all income levels)","Bangui","21.6407","5.63056","Low income","IDA"
"CF","Central African Republic",1984,5.952,48.7345365853659,2555936,249.544851894738,NA,"CAF","Sub-Saharan Africa (all income levels)","Bangui","21.6407","5.63056","Low income","IDA"
"CF","Central African Republic",1985,5.944,48.4418048780488,2622989,329.719200820652,NA,"CAF","Sub-Saharan Africa (all income levels)","Bangui","21.6407","5.63056","Low income","IDA"
"CF","Central African Republic",1973,5.952,44.345756097561,1937323,139.978249469997,NA,"CAF","Sub-Saharan Africa (all income levels)","Bangui","21.6407","5.63056","Low income","IDA"
"CF","Central African Republic",1960,5.84,36.4826341463415,1503501,74.5962912057507,NA,"CAF","Sub-Saharan Africa (all income levels)","Bangui","21.6407","5.63056","Low income","IDA"
"CF","Central African Republic",2012,4.451,49.4753902439024,4525209,479.470983876765,NA,"CAF","Sub-Saharan Africa (all income levels)","Bangui","21.6407","5.63056","Low income","IDA"
"CF","Central African Republic",1962,5.891,37.3187804878049,1556656,79.9680688318881,NA,"CAF","Sub-Saharan Africa (all income levels)","Bangui","21.6407","5.63056","Low income","IDA"
"CF","Central African Republic",1963,5.91,37.7603414634146,1585765,81.5878290874955,NA,"CAF","Sub-Saharan Africa (all income levels)","Bangui","21.6407","5.63056","Low income","IDA"
